@,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,@
@,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,.,.,.,.,.,@
@,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,.,.,.,.,.,@
@,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,.,.,.,.,.,@
@,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,.,.,.,.,.,@
@,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,@,@,@,@,@,.,.,.,.,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@
@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@
